Symbol,Direction,PValue,Dataset
C10orf62,1,0.5675366557,GSE120805
SAMD13,1,0.4566892453,GSE120805
RTL8A,-1,0.3638810455,GSE120805
CCDC160,-1,NA,GSE120805
EFCAB7,1,0.004269354919,GSE120805
LDLRAD1,1,NA,GSE120805
ARRDC1-AS1,1,0.8243432988,GSE120805
ZYG11A,-1,0.7012536413,GSE120805
LINC01270,1,2.83E-08,GSE120805
C1orf185,-1,NA,GSE120805
IFIT1B,1,NA,GSE120805
TRPC5OS,-1,NA,GSE120805
LRRC73,1,0.0001156021416,GSE120805
LOC124900275,1,0.4230110883,GSE120805
FOXO6,1,0.9589197089,GSE120805
TCEAL5,-1,NA,GSE120805
SYS1,-1,0.2781274386,GSE120805
INPP5B,-1,0.0229963384,GSE120805
RPA4,-1,0.3139323552,GSE120805
TDRG1,-1,NA,GSE120805
MAFB,1,0.7337842624,GSE120805
TRAF3IP1,1,0.4448704949,GSE120805
CHIC1,1,0.8297555855,GSE120805
LOC100287792,-1,NA,GSE120805
GIGYF2,1,0.709837823,GSE120805
C2orf72,-1,0.9997326306,GSE120805
RUFY2,1,0.4566892453,GSE120805
NHSL2,-1,0.4107102507,GSE120805
PHACTR4,-1,0.879041159,GSE120805
ASAH2B,1,0.003089294512,GSE120805
AGAP6,-1,0.2600032074,GSE120805
TIMM23B,-1,0.7965445745,GSE120805
ZDHHC18,1,0.9622913854,GSE120805
TMEM273,-1,NA,GSE120805
AGAP9,1,0.8689377083,GSE120805
NPY4R,-1,NA,GSE120805
GPRIN2,-1,0.4598549797,GSE120805
SYT15,-1,0.09766217348,GSE120805
MACO1,-1,0.8853252014,GSE120805
PTPN20,1,0.01537457635,GSE120805
ZDBF2,1,0.02089438302,GSE120805
DAXX,-1,5.69E-06,GSE120805
SMIM40,-1,5.69E-06,GSE120805
BMPR2,-1,0.9707887734,GSE120805
TCEA3,1,1.16E-13,GSE120805
PFDN6,-1,0.1008330597,GSE120805
RING1,1,0.5667423409,GSE120805
HSD17B8,-1,0.2659193185,GSE120805
RXRB,-1,0.7267625587,GSE120805
OXLD1,1,0.5927501656,GSE120805
LINC02731,-1,0.8904508311,GSE120805
COL11A2,1,0.7850233497,GSE120805
HLA-DOA,1,0.5996839295,GSE120805
BRD2,-1,0.7111317928,GSE120805
HLA-DMA,1,0.102286074,GSE120805
PSMB8-AS1,1,0.02048255594,GSE120805
COL5A2,-1,6.66E-05,GSE120805
PSMB8,1,0.09118781163,GSE120805
TAP2,-1,0.001692098488,GSE120805
SPIN3,1,0.3749229934,GSE120805
NBDY,-1,0.7877657973,GSE120805
COL15A1,-1,1.10E-11,GSE120805
NOTCH4,1,0.005267163719,GSE120805
PBX2,-1,0.9236368564,GSE120805
AGER,-1,0.7018966806,GSE120805
RNF5,1,0.1325572314,GSE120805
AGPAT1,-1,0.9716425794,GSE120805
PJVK,1,0.1255013907,GSE120805
PRRT1,1,0.983613016,GSE120805
LOC100507547,1,0.983613016,GSE120805
FKBPL,1,0.9348647784,GSE120805
MRPL38,-1,0.7567694027,GSE120805
SMIM5,1,0.8380067316,GSE120805
ERICH2,1,NA,GSE120805
WHR1,1,0.4472092768,GSE120805
DXO,-1,0.503314955,GSE120805
SKIC2,1,0.8115377455,GSE120805
NELFE,-1,0.3402113353,GSE120805
NXPE2,-1,NA,GSE120805
LINC02783,1,0.3475327747,GSE120805
ZBTB12,-1,0.7705583461,GSE120805
SDHD,1,0.834124865,GSE120805
EHMT2,1,0.9242650872,GSE120805
PKP4-AS1,-1,NA,GSE120805
LAYN,-1,0.04537362734,GSE120805
SLC44A4,1,0.03957595047,GSE120805
NEU1,1,3.42E-21,GSE120805
SNHG32,-1,0.9108306243,GSE120805
HSPA1B,-1,0.5360130631,GSE120805
HSPA1A,-1,0.8312829036,GSE120805
HSPA1L,-1,0.008361710213,GSE120805
LSM2,-1,0.007441588836,GSE120805
VARS1,-1,0.0005235973707,GSE120805
VWA7,1,0.0121894352,GSE120805
CARD16,1,0.3555491505,GSE120805
MBD5,1,0.8611143121,GSE120805
MSH5,-1,0.9122673322,GSE120805
LY6G6C,-1,NA,GSE120805
ABHD16A,1,0.3446457571,GSE120805
LY6G5C,1,0.979687103,GSE120805
CSNK2B,-1,0.7433751106,GSE120805
GPANK1,1,0.9096701176,GSE120805
C6orf47,1,0.02344973152,GSE120805
NALF1,-1,0.8534851281,GSE120805
APOM,1,0.5431285669,GSE120805
LINC02872,1,0.546461021,GSE120805
BAG6,-1,0.8988170072,GSE120805
PRRC2A,-1,0.9479598797,GSE120805
AIF1,1,NA,GSE120805
NCR3,1,0.6064387739,GSE120805
LST1,1,0.2168489408,GSE120805
NFKBIL1,1,0.7038313158,GSE120805
ZNF814,-1,0.4566892453,GSE120805
MICB,1,5.13E-11,GSE120805
ZNF551,-1,0.2409132173,GSE120805
MICA,1,0.6607151191,GSE120805
ZNF805,1,0.8918628448,GSE120805
HLA-C,1,0.8516905414,GSE120805
POU5F1,-1,0.9112811834,GSE120805
CCHCR1,1,0.09033443192,GSE120805
PSORS1C2,1,NA,GSE120805
CDSN,1,NA,GSE120805
PSORS1C1,-1,0.802629971,GSE120805
C6orf15,1,NA,GSE120805
DHX16,1,0.7273799188,GSE120805
C6orf136,-1,0.7947152792,GSE120805
MRPS18B,-1,0.02254061764,GSE120805
PPP1R10,-1,0.9032078876,GSE120805
ABCF1,-1,0.8426700508,GSE120805
PRR3,-1,0.2686321248,GSE120805
LILRB3,1,NA,GSE120805
LOC102725035,1,NA,GSE120805
LOC107987425,1,NA,GSE120805
LOC107987462,1,NA,GSE120805
DDR1,1,4.60E-10,GSE120805
ACOXL-AS1,1,NA,GSE120805
LRCOL1,1,NA,GSE120805
LINC01123,-1,0.5828013324,GSE120805
GNL1,1,0.1062818242,GSE120805
HLA-E,1,4.59E-05,GSE120805
TRIM39,-1,0.8762347397,GSE120805
ZNF468,-1,0.8966766956,GSE120805
TRIM15,1,NA,GSE120805
ZNF616,-1,0.04133666039,GSE120805
TRIM10,1,0.06204381294,GSE120805
TRIM31,1,NA,GSE120805
RNF39,-1,NA,GSE120805
PPP1R11,-1,0.8571543378,GSE120805
POLR1HASP,1,7.59E-10,GSE120805
DISP3,1,NA,GSE120805
HCG9,1,NA,GSE120805
RACK1,-1,0.6268584763,GSE120805
HLA-G,1,0.03327069236,GSE120805
TBC1D8,1,0.8958454031,GSE120805
HLA-F,1,0.6481777293,GSE120805
ZFP57,-1,NA,GSE120805
LINC02210,1,4.33E-12,GSE120805
CBY3,-1,NA,GSE120805
SPATA31J1,1,NA,GSE120805
ZNF473CR,-1,0.1075180489,GSE120805
AKT1S1,-1,0.8915154096,GSE120805
GABBR1,-1,0.9576091254,GSE120805
MIR1915HG,1,0.02281563573,GSE120805
MAMDC2-AS1,1,0.05386757423,GSE120805
TRIM27,-1,0.002555719692,GSE120805
MALRD1,1,NA,GSE120805
LOC102724642,1,0.7582809768,GSE120805
RPL26L1-AS1,1,0.9998435906,GSE120805
RANBP17,1,0.9043801298,GSE120805
INSYN2B,-1,0.6313374893,GSE120805
ZNG1DP,1,0.9981070468,GSE120805
LOC728877,1,NA,GSE120805
LINC01291,-1,0.9575818524,GSE120805
ODAD4,1,0.07722246656,GSE120805
MRPL53,-1,0.7165962949,GSE120805
MROH6,-1,0.2251897068,GSE120805
ATXN2,-1,0.9980104569,GSE120805
DCTN1,1,0.9133528915,GSE120805
PNMA8B,1,NA,GSE120805
TCTN1,1,5.18E-09,GSE120805
FAM216A,-1,0.01466378375,GSE120805
ZBTB48,1,0.8267366869,GSE120805
LOC389602,1,NA,GSE120805
GPR20,1,NA,GSE120805
MZT1,1,0.1464322322,GSE120805
ZNF155,-1,0.9152291263,GSE120805
UQCC3,-1,0.0160852074,GSE120805
FBXO48,1,0.07902463858,GSE120805
LOC105369167,1,7.81E-06,GSE120805
FAM221B,1,NA,GSE120805
ATP6V0E2-AS1,1,0.7209015655,GSE120805
CD177,1,0.850797206,GSE120805
PSG5,-1,0.001439069617,GSE120805
ZNF783,-1,0.1669473268,GSE120805
ZNF425,1,0.002606221411,GSE120805
SACK1A-AS1,1,NA,GSE120805
LRRC10B,-1,NA,GSE120805
FBXO47,1,0.4162230957,GSE120805
UQCC6,1,0.09660479413,GSE120805
PCDHGA1,1,0.1130324524,GSE120805
PCDHA9,1,NA,GSE120805
PCDHA7,-1,NA,GSE120805
PCDHA4,1,NA,GSE120805
PCDHA2,1,NA,GSE120805
PCDHA1,1,0.8162158268,GSE120805
TRIM13,-1,0.05906163567,GSE120805
ERICH4,1,NA,GSE120805
SPIRE2,1,0.6217716293,GSE120805
AARD,1,0.9576091254,GSE120805
PKHD1L1,1,NA,GSE120805
SLFN12L,1,0.01868641757,GSE120805
LINC01121,-1,NA,GSE120805
SLC35B4,-1,0.02415309565,GSE120805
LGALS7,-1,NA,GSE120805
LGALS7B,-1,NA,GSE120805
SYCE1L,-1,0.142125118,GSE120805
TMEM231,1,0.08275572838,GSE120805
GARIN1A,1,2.09E-05,GSE120805
CCNI2,1,6.12E-06,GSE120805
TMEM240,1,0.3441031759,GSE120805
FRG2,1,NA,GSE120805
CDKL4,1,0.08414040115,GSE120805
CFAP96,-1,0.8360003731,GSE120805
TRIQK,-1,0.9008359226,GSE120805
SDHAF1,1,0.6963168384,GSE120805
ARID3C,-1,0.9934594478,GSE120805
PSENEN,-1,0.8958454031,GSE120805
C11orf91,-1,NA,GSE120805
LINC00654,1,NA,GSE120805
SLC10A5P1,-1,0.9287735892,GSE120805
ZBTB10,-1,0.7016501559,GSE120805
C4orf46,-1,0.9796197747,GSE120805
SCGB2B2,1,0.06911542132,GSE120805
LGR4,-1,0.9900666558,GSE120805
PSMB10,-1,0.9586027895,GSE120805
VIT,-1,1.64E-05,GSE120805
E2F4,-1,0.1843864476,GSE120805
PDE7A,-1,0.3028224219,GSE120805
TMEM170B,1,0.07637735112,GSE120805
TRBV20OR9-2,-1,NA,GSE120805
MUC12,1,0.01686801379,GSE120805
LINC01602,1,NA,GSE120805
SNX2,1,0.0004650748652,GSE120805
NT5M,-1,0.1449704804,GSE120805
GCNT2P1,-1,0.8304391212,GSE120805
SARNP,1,0.8297064542,GSE120805
GOLGA2P1,-1,NA,GSE120805
LINC01460,1,0.2856766163,GSE120805
ADGRG1,-1,0.5365218773,GSE120805
IPO7,-1,0.5192461194,GSE120805
PRR13,-1,0.9102407565,GSE120805
TECPR1,-1,0.9278196672,GSE120805
SLCO6A1,1,0.9848055943,GSE120805
MT1A,-1,0.06409679583,GSE120805
INSYN1,1,2.00E-06,GSE120805
MT1M,1,NA,GSE120805
CFI,1,0.8303651299,GSE120805
SAMD9,1,0.05872106067,GSE120805
CNEP1R1,1,0.7386322999,GSE120805
KRT81,-1,0.0002000487387,GSE120805
EXOC3L4,1,0.01885690581,GSE120805
TP53TG3,1,0.6149089651,GSE120805
TP53TG3D,1,0.6149089651,GSE120805
TP53TG3B,1,0.6149089651,GSE120805
LOC102723655,1,0.6149089651,GSE120805
LOC102723713,1,0.6149089651,GSE120805
CCDC85C,-1,0.009256483034,GSE120805
SPDYE18,1,NA,GSE120805
MAPRE3-AS1,-1,NA,GSE120805
RGL3,1,0.04293829381,GSE120805
NAP1L4,1,0.7802509666,GSE120805
TMSB4X,-1,0.0001284301787,GSE120805
TMEM256,1,0.3615954054,GSE120805
LINC03041,1,NA,GSE120805
CHKB-DT,1,0.1691745361,GSE120805
CPT1B,-1,0.9814452839,GSE120805
FLRT2-AS1,1,0.3709486256,GSE120805
SMN1,-1,0.9794100943,GSE120805
SMN2,-1,0.9794100943,GSE120805
SERF1A,1,0.8884872555,GSE120805
SERF1B,1,0.8884872555,GSE120805
HMGN1,1,0.991194123,GSE120805
MUC19,1,1.01E-09,GSE120805
DENND6B,1,0.04159296091,GSE120805
EIF3CL,1,NA,GSE120805
LOC107985433,-1,0.6137682925,GSE120805
LCMT1,-1,0.8019894264,GSE120805
MFSD2B,-1,0.7575885488,GSE120805
CDPF1,-1,0.8982911981,GSE120805
LIN52,1,0.889757648,GSE120805
DPF3,-1,0.2029651894,GSE120805
MANSC4,-1,NA,GSE120805
LOC100129554,-1,NA,GSE120805
LOC105377203,1,0.247241262,GSE120805
SMIM45,1,0.7731944113,GSE120805
ETFRF1,1,0.001018859965,GSE120805
C17orf107,-1,0.9943534212,GSE120805
ITSN1,1,0.6393878564,GSE120805
ITPRIPL2,-1,0.05048302292,GSE120805
DENND1C,1,NA,GSE120805
PKD1P4,-1,0.5785743478,GSE120805
CRYZL1,1,0.8669418732,GSE120805
RIMOC1,1,0.9175393485,GSE120805
RPL31P5,-1,NA,GSE120805
ARRDC5,-1,NA,GSE120805
LINC01531,-1,NA,GSE120805
DPP9-AS1,-1,NA,GSE120805
LOH12CR2,1,0.8667682638,GSE120805
CYS1,1,0.004563038779,GSE120805
PLPP6,1,0.0001681032364,GSE120805
KLRC3,1,NA,GSE120805
C16orf96,1,NA,GSE120805
GMNC,1,NA,GSE120805
TTC23L,1,0.5800324478,GSE120805
RFPL3S,-1,0.7832368334,GSE120805
PCOTH,-1,4.15E-11,GSE120805
C1QTNF9B,-1,NA,GSE120805
RPS3AP47,-1,0.961815648,GSE120805
C1RL-AS1,1,0.01102726673,GSE120805
LOC100128770,-1,0.4210559663,GSE120805
ZNF316,-1,0.8780983611,GSE120805
SRRM2-AS1,1,0.0002066992399,GSE120805
EPCIP-AS1,1,0.4103971567,GSE120805
RNPS1,-1,0.09959557933,GSE120805
HSP90AB2P,-1,0.8187580157,GSE120805
NYNRIN,1,0.2033763321,GSE120805
DNAJC19,-1,0.945684327,GSE120805
C18orf63,-1,NA,GSE120805
DOK6,1,0.742593357,GSE120805
JPT2,-1,9.36E-05,GSE120805
SERPINB5,1,5.74E-27,GSE120805
ZDHHC11B,1,0.682379186,GSE120805
GOLGA8O,1,NA,GSE120805
TMEM191C,-1,0.2139373241,GSE120805
RPL23AP57,-1,0.3554414084,GSE120805
HBA1,1,NA,GSE120805
ATP10A,-1,8.76E-09,GSE120805
DUXAP8,-1,0.2163770642,GSE120805
ANKUB1,1,NA,GSE120805
TSSK2,1,NA,GSE120805
FOXL2NB,1,7.51E-05,GSE120805
HCP5,1,0.3729979294,GSE120805
HLA-H,1,0.1509959885,GSE120805
HCG27,1,8.65E-06,GSE120805
COL6A6,1,NA,GSE120805
RAB12,-1,0.7973718515,GSE120805
PPIAP30,-1,0.8344614557,GSE120805
HLA-A,1,0.6183881848,GSE120805
HACD2,-1,0.01483944959,GSE120805
CFAP44,1,0.0009461861957,GSE120805
LNP1,1,0.1332666302,GSE120805
VGLL3,-1,0.04441410607,GSE120805
TRIM71,1,0.4398287005,GSE120805
ZCWPW2,1,0.8016462233,GSE120805
ANKRD28,1,0.5834170332,GSE120805
COLQ,1,0.6148239736,GSE120805
METTL6,1,0.6483829315,GSE120805
EMC3,1,0.008645138387,GSE120805
THUMPD3-AS1,1,0.1227685511,GSE120805
XKR4,-1,0.8655480309,GSE120805
RNVU1-7,1,0.9980039507,GSE120805
RNU6-431P,-1,0.4942410292,GSE120805
SNORA22B,-1,0.7879637453,GSE120805
RNU6-946P,1,NA,GSE120805
SNORD116-11,-1,0.8761208124,GSE120805
SNORA2A,1,0.959396805,GSE120805
SNORD116-14,-1,0.3377672129,GSE120805
SNORA69,1,NA,GSE120805
RNU6-979P,-1,NA,GSE120805
RNU6-1,1,0.792785646,GSE120805
RNU1-63P,1,0.07343924183,GSE120805
SNORA80B,-1,0.8761208124,GSE120805
SNORA22,-1,0.9615226058,GSE120805
RNU6-1062P,1,NA,GSE120805
RNU6-1279P,1,NA,GSE120805
RNU1-1,1,NA,GSE120805
LOC124904613,1,NA,GSE120805
LOC124905321,1,NA,GSE120805
LOC124905573,1,NA,GSE120805
LOC124905809,1,NA,GSE120805
SNORD116-17,-1,0.2438489244,GSE120805
RNU6-945P,-1,0.9585768931,GSE120805
RNU6-32P,1,0.3871885041,GSE120805
RNU1-109P,1,0.1370875254,GSE120805
SNORD116-18,-1,0.5215217001,GSE120805
RNU1-73P,-1,0.8197000447,GSE120805
RNU6-26P,1,0.4993000299,GSE120805
RNU6-444P,-1,NA,GSE120805
SNORD116-9,1,0.2571500033,GSE120805
LOC124906143,-1,NA,GSE120805
RNU6-936P,-1,NA,GSE120805
SNORD101,-1,0.2118762822,GSE120805
SNORA30,-1,0.9897436345,GSE120805
RNU6-10P,1,NA,GSE120805
SNORD37,-1,0.7095315684,GSE120805
RNU6-213P,1,NA,GSE120805
SNORA15B-2,1,NA,GSE120805
RNU6-701P,-1,NA,GSE120805
RNU6-968P,-1,NA,GSE120805
RNU1-138P,-1,NA,GSE120805
SNORA5A,-1,0.949902473,GSE120805
RNU6-890P,1,0.9426449311,GSE120805
RNU6-767P,1,0.3962929648,GSE120805
SNORA70F,-1,NA,GSE120805
RNU6-398P,1,NA,GSE120805
LOC124900442,-1,NA,GSE120805
SNORA75,-1,0.5413357387,GSE120805
RNU6-48P,-1,0.1988029728,GSE120805
RNU6-42P,1,0.8713519862,GSE120805
SNORA9B,-1,0.9689958598,GSE120805
RNU6-36P,1,0.4842619098,GSE120805
SNORA24B,-1,0.8498865151,GSE120805
RNU1-136P,-1,0.9410758746,GSE120805
RNU6-481P,-1,NA,GSE120805
RNU6-80P,1,0.7739949555,GSE120805
RNU6-4P,1,0.5229013097,GSE120805
SNORA70B,1,0.8678945266,GSE120805
SNORD15A,-1,0.2417549452,GSE120805
SNORA36A,1,NA,GSE120805
RNU6-1201P,1,0.3795590539,GSE120805
RNU6-5P,1,0.7708347948,GSE120805
RNU6-1316P,-1,NA,GSE120805
RNU6-13P,-1,NA,GSE120805
LOC124900356,1,NA,GSE120805
LOC124900358,1,NA,GSE120805
LOC124900359,1,NA,GSE120805
SNORD63,1,0.9977731905,GSE120805
RNU6-574P,-1,0.9425132004,GSE120805
SNORD116-2,-1,0.9232500421,GSE120805
RNU6-611P,1,0.6035148542,GSE120805
RNU6-301P,1,0.7033697745,GSE120805
RNU1-2,-1,0.7853306915,GSE120805
LOC124904613,-1,0.7853306915,GSE120805
LOC124905321,-1,0.7853306915,GSE120805
LOC124905573,-1,0.7853306915,GSE120805
LOC124905574,-1,0.7853306915,GSE120805
LOC124905809,-1,0.7853306915,GSE120805
RNU6-891P,1,NA,GSE120805
SNORA54,1,0.7881634609,GSE120805
SNORD116-3,-1,0.5608355586,GSE120805
SNORA36C,1,NA,GSE120805
RNU6-975P,-1,NA,GSE120805
RNU6-43P,-1,NA,GSE120805
SNORD59A,1,0.5454226068,GSE120805
RNU6-3P,1,0.5460101418,GSE120805
RNU6-196P,1,NA,GSE120805
SNORD51,-1,NA,GSE120805
SNORD116-1,-1,0.8516988355,GSE120805
SNORA72,-1,0.8327753005,GSE120805
RNU6-39P,-1,NA,GSE120805
RNU6-171P,1,NA,GSE120805
RNU6-22P,-1,NA,GSE120805
SNORA7B,1,0.7095500933,GSE120805
SNORD116-8,-1,0.9263365538,GSE120805
SNORD38C,1,NA,GSE120805
RNVU1-32,-1,0.7311761692,GSE120805
RNU6-31P,-1,NA,GSE120805
LOC124903594,-1,NA,GSE120805
SNORD116-7,-1,0.2799717437,GSE120805
RNU6-106P,1,0.1252610564,GSE120805
RNU6-769P,1,NA,GSE120805
SNORD116-13,1,0.6508797706,GSE120805
RNY1P14,1,NA,GSE120805
RNU6-549P,-1,0.8458044262,GSE120805
SNORA15,-1,NA,GSE120805
SNORD116-15,1,0.85907847,GSE120805
RNU1-67P,-1,0.8002665754,GSE120805
SNORA14B,1,0.5628629967,GSE120805
RNU6-1157P,1,0.6949323918,GSE120805
SNORD116-5,-1,NA,GSE120805
SNORD116-12,-1,0.957837123,GSE120805
RNU6-45P,-1,0.9685455126,GSE120805
RNVU1-15,-1,0.8935225789,GSE120805
RNU6-790P,-1,NA,GSE120805
SNORA80D,-1,0.9615226058,GSE120805
SNORA70E,1,NA,GSE120805
SNORA37,-1,0.8256831525,GSE120805
RNU6-125P,-1,NA,GSE120805
SNORD116-29,1,0.7954345062,GSE120805
RNU6-1005P,-1,NA,GSE120805
RNU6-35P,1,0.8576314281,GSE120805
SNORD116-16,-1,0.8351759787,GSE120805
RN7SKP62,1,0.8134101469,GSE120805
SNORA70I,1,0.961815648,GSE120805
SNORD116-24,1,0.8243432988,GSE120805
SNORD7,-1,0.9920076369,GSE120805
RNU6-145P,-1,NA,GSE120805
SNORA2B,-1,0.9158206927,GSE120805
RNU6-883P,1,NA,GSE120805
RNU6-1263P,-1,NA,GSE120805
RNU6-680P,1,NA,GSE120805
RNU6-12P,-1,NA,GSE120805
RNU6-658P,1,0.8892009803,GSE120805
RNVU1-1,1,0.7373779912,GSE120805
SNORA22C,-1,0.1498186896,GSE120805
RNVU1-17,-1,NA,GSE120805
RNU6-540P,-1,NA,GSE120805
RNU6-2,1,0.108305851,GSE120805
RNU6-925P,-1,0.2761959919,GSE120805
SNORD116-23,1,0.5889860424,GSE120805
RNU6-748P,-1,NA,GSE120805
RNU6-310P,1,NA,GSE120805
SNORA20,-1,0.437322396,GSE120805
SNORD116-6,-1,0.8051329257,GSE120805
SNORD56B,1,NA,GSE120805
SNORD15B,-1,0.9148239327,GSE120805
RNU6-19P,-1,NA,GSE120805
SNORD116-19,-1,0.61778096,GSE120805
RNU6-253P,-1,NA,GSE120805
SNORA19,1,0.6220601871,GSE120805
SNORA80E,1,0.3483150959,GSE120805
RNU6-987P,-1,NA,GSE120805
SNORA46,-1,0.8429471343,GSE120805
RNU6-9,-1,0.4700673142,GSE120805
RNU6-1237P,-1,NA,GSE120805
RNU6-59P,-1,NA,GSE120805
SNORA66,-1,0.9488584681,GSE120805
RNU6-33P,-1,0.9575818524,GSE120805
MIR548C,-1,NA,GSE120805
MIR25,1,0.8928957975,GSE120805
MIR99B,1,NA,GSE120805
MIR647,-1,NA,GSE120805
MIR578,-1,NA,GSE120805
MIR635,1,0.9039670532,GSE120805
MIR23B,1,0.9613425821,GSE120805
MIR433,-1,0.8428157135,GSE120805
MIR550A2,-1,NA,GSE120805
MIR661,1,0.9689051356,GSE120805
MIR583,1,NA,GSE120805
MIR181D,-1,NA,GSE120805
MIR544A,1,NA,GSE120805
MIR593,-1,0.9931958365,GSE120805
MIR181A2,1,NA,GSE120805
MIR598,-1,NA,GSE120805
MIR191,1,0.6123087002,GSE120805
MIR554,-1,0.5586299886,GSE120805
MIR127,-1,0.2713458096,GSE120805
MIR491,-1,0.9156933064,GSE120805
MIR149,-1,NA,GSE120805
MIR604,1,NA,GSE120805
MIR181C,-1,NA,GSE120805
MIR193A,-1,0.9146400985,GSE120805
MIR619,1,NA,GSE120805
MIR562,1,NA,GSE120805
MIR581,1,NA,GSE120805
MIR641,1,0.3741102163,GSE120805
MIR588,-1,NA,GSE120805
MIR505,-1,NA,GSE120805
MIR99A,-1,NA,GSE120805
MIR193B,1,NA,GSE120805
MIR655,-1,0.4380941369,GSE120805
MIR570,1,0.4443888899,GSE120805
MIR28,1,NA,GSE120805
MIR621,-1,0.0009581388517,GSE120805
MIR558,1,NA,GSE120805
MIR128-1,1,NA,GSE120805
MIR659,-1,0.6976534037,GSE120805
MIR573,-1,0.9585768931,GSE120805
MIR32,-1,NA,GSE120805
MIR597,1,NA,GSE120805
MIR627,1,NA,GSE120805
MIR623,1,0.7577079119,GSE120805
MIR186,1,0.9810098178,GSE120805
MIR222,-1,NA,GSE120805
MIR218-1,-1,NA,GSE120805
MIR181B2,-1,NA,GSE120805
MIR218-2,1,NA,GSE120805
MIR590,-1,0.8368385109,GSE120805
MIR495,-1,NA,GSE120805
MIR575,-1,NA,GSE120805
MIR299,-1,NA,GSE120805
MIR553,-1,0.9186033304,GSE120805
LOC107985532,-1,NA,GSE120805
MIR487B,-1,NA,GSE120805
MIR450A2,1,NA,GSE120805
MIR93,1,0.9428848331,GSE120805
MIR181A1,-1,NA,GSE120805
MIR329-1,-1,0.9620127818,GSE120805
MIR329-2,-1,NA,GSE120805
MIR626,-1,NA,GSE120805
MIR586,-1,NA,GSE120805
MIR15B,1,0.8197119411,GSE120805
MIR648,-1,0.7141598204,GSE120805
MIR26A2,1,NA,GSE120805
MIR646,-1,NA,GSE120805
MIR27A,1,0.7108835501,GSE120805
MIR563,-1,NA,GSE120805
MIR545,-1,NA,GSE120805
MIR640,1,0.302019762,GSE120805
MIR30A,1,0.8411075627,GSE120805
MIR33B,-1,0.8952730709,GSE120805
MIR27B,-1,0.6652587843,GSE120805
MIR221,-1,0.7786043535,GSE120805
MIR654,-1,0.3629319852,GSE120805
MIR567,-1,NA,GSE120805
MIR136,-1,NA,GSE120805
MIR634,1,NA,GSE120805
MIR574,1,0.9424304225,GSE120805
MIR152,-1,NA,GSE120805
MIR561,1,NA,GSE120805
MIR624,-1,NA,GSE120805
MIR579,1,NA,GSE120805
MIR656,-1,NA,GSE120805
MIR496,-1,0.5441992354,GSE120805
MIR30C1,1,NA,GSE120805
MIR569,1,NA,GSE120805
MIR620,1,NA,GSE120805
MIR125B1,-1,NA,GSE120805
MIR589,-1,0.5803411856,GSE120805
MIR181B1,-1,0.7312465828,GSE120805
MIR154,-1,NA,GSE120805
MIR23A,1,0.6926186556,GSE120805
MIR613,1,NA,GSE120805
MIR576,1,0.8761208124,GSE120805
MIR493,1,NA,GSE120805
MIR601,-1,NA,GSE120805
MIR134,-1,0.2705822534,GSE120805
MIR100,1,NA,GSE120805
MIR301A,-1,NA,GSE120805
MIR644A,-1,0.809445291,GSE120805
MIR643,1,NA,GSE120805
MIR323B,-1,0.8398084201,GSE120805
MIR503,-1,NA,GSE120805
MIR130A,1,NA,GSE120805
MIRLET7F2,-1,NA,GSE120805
MIR140,-1,NA,GSE120805
MIR645,-1,0.7823569404,GSE120805
MIR591,-1,NA,GSE120805
MIR485,-1,NA,GSE120805
MIR616,1,0.4247478474,GSE120805
MIR548A3,1,NA,GSE120805
MIR106B,1,0.913338775,GSE120805
SNORA40B,1,0.1489851445,GSE120805
SNORD94,1,0.8166192422,GSE120805
SNORD96B,-1,NA,GSE120805
SNORA49,1,0.9243634687,GSE120805
SNORD12C,-1,0.6715667825,GSE120805
SNORD83A,-1,0.8713085374,GSE120805
SNORD105,-1,0.5607244018,GSE120805
SNORD41,-1,0.4848525463,GSE120805
MIR12136,1,0.9947988005,GSE120805
RNU6ATAC2P,1,NA,GSE120805
MIR196A1,1,0.1863761457,GSE120805
GPX3,1,0.02912717759,GSE120805
DIO2,-1,0.005891566122,GSE120805
SELENOH,1,0.8076937016,GSE120805
AKR7L,1,0.6728041755,GSE120805
STK38L,1,0.5499481625,GSE120805
SACM1L,1,0.06640010566,GSE120805
TSN,-1,0.1287858879,GSE120805
MIR454,1,0.922533737,GSE120805
MIR770,-1,0.9037429255,GSE120805
MIR760,1,NA,GSE120805
MIR769,1,NA,GSE120805
MIR765,1,0.5747458561,GSE120805
MIR758,-1,NA,GSE120805
SLC48A1,1,8.56E-09,GSE120805
MIR762,-1,0.7591807264,GSE120805
IGLV1-51,1,0.5829869279,GSE120805
IGLV1-50,-1,NA,GSE120805
TRGV9,-1,NA,GSE120805
TRGV8,1,0.8793635888,GSE120805
TRGV5,1,NA,GSE120805
TRGV3,1,NA,GSE120805
TRBV7-3,1,NA,GSE120805
TRBV9,-1,NA,GSE120805
TRBV12-2,-1,NA,GSE120805
TRAV36DV7,-1,NA,GSE120805
MIR548U,-1,0.5324407023,GSE120805
MIR550A3,-1,NA,GSE120805
MIR374B,-1,0.9615226058,GSE120805
MIR543,-1,NA,GSE120805
MIR301B,1,NA,GSE120805
TSSK1B,1,NA,GSE120805
PRR22,-1,0.4470534018,GSE120805
TAS2R19,-1,0.5589903814,GSE120805
TAS2R15P,-1,0.913793541,GSE120805
TAS2R50,-1,0.9384068984,GSE120805
